sous_zone;point_strategique_kind;point_strategique_nom;rue
10;Rue;Rue du Carrousel;Rue Ducharme
10;Rue;Rue du Carrousel;Rue Duchesne
10;Rue;Rue du Carrousel;Rue Duhaime
10;Rue;Rue du Carrousel;Rue Garon
10;Rue;Rue du Carrousel;Rue Georges-Vanier
10;Rue;Rue du Carrousel;Rue Goulet
10;Rue;Rue du Carrousel;Rue Gounod
10;Rue;Rue du Carrousel;Rue Hector-Champagne
10;Rue;Rue du Carrousel;Rue Hélène Boulé
10;Rue;Rue du Carrousel;Rue Jean Bourdon
10;Rue;Rue du Carrousel;Rue Louis-Francoeur
10;Rue;Rue du Carrousel;Rue Létondal
10;Rue;Rue du Carrousel;Rue Marguerite-Tellier
10;Rue;Rue du Carrousel;Rue Marie-Curie
10;Rue;Rue du Carrousel;Rue Massenet
10;Rue;Rue du Carrousel;Rue Mozart
10;Rue;Rue du Carrousel;Rue Olivar-Asselin
10;Rue;Rue du Carrousel;Rue Plamondon
10;Rue;Rue du Carrousel;Rue R. E. Joron
10;Rue;Rue du Carrousel;Rue Ravel
10;Rue;Rue du Carrousel;Rue Saint-Siméon
10;Rue;Rue du Carrousel;Rue Vilmont-Fortin
10;Rue;Rue du Carrousel;Rue d'Angoulème
10;Rue;Rue du Carrousel;Rue de Clermont
10;Rue;Rue du Carrousel;Rue de La Malbaie
10;Rue;Rue du Carrousel;Rue de Longchamp
10;Rue;Rue du Carrousel;Rue de Saint-Irénée
10;Rue;Rue du Carrousel;Rue des Champs-Élysées
10;Rue;Rue du Carrousel;Rue des Saguenéens
10;Rue;Rue du Carrousel;Rue du Carrousel
11;Quartier;Centre-ville de Chicoutimi;Boulevard Saint-Sacrement
11;Quartier;Centre-ville de Chicoutimi;Boulevard de l'Université
11;Quartier;Centre-ville de Chicoutimi;Boulevard du Saguenay Est
11;Quartier;Centre-ville de Chicoutimi;Boulevard du Saguenay Ouest
11;Quartier;Centre-ville de Chicoutimi;Chemin Saint-Thomas
11;Quartier;Centre-ville de Chicoutimi;Pont Dubuc
11;Quartier;Centre-ville de Chicoutimi;Promenade du Carnaval-Souvenir
11;Quartier;Centre-ville de Chicoutimi;Rue Arthur-Buies
11;Quartier;Centre-ville de Chicoutimi;Rue Audet
11;Quartier;Centre-ville de Chicoutimi;Rue Blanchette
11;Quartier;Centre-ville de Chicoutimi;Rue Bossé
11;Quartier;Centre-ville de Chicoutimi;Rue Bégin
11;Quartier;Centre-ville de Chicoutimi;Rue Coquart
11;Quartier;Centre-ville de Chicoutimi;Rue De Verchères
11;Quartier;Centre-ville de Chicoutimi;Rue Delage
11;Quartier;Centre-ville de Chicoutimi;Rue Gaudreault
11;Quartier;Centre-ville de Chicoutimi;Rue Gauthier
11;Quartier;Centre-ville de Chicoutimi;Rue Gilbert
11;Quartier;Centre-ville de Chicoutimi;Rue Jacques-Cartier Ouest
11;Quartier;Centre-ville de Chicoutimi;Rue Julien
11;Quartier;Centre-ville de Chicoutimi;Rue La Fontaine
11;Quartier;Centre-ville de Chicoutimi;Rue LaFontaine
11;Quartier;Centre-ville de Chicoutimi;Rue Labrecque
11;Quartier;Centre-ville de Chicoutimi;Rue Laurier
11;Quartier;Centre-ville de Chicoutimi;Rue Lemieux
11;Quartier;Centre-ville de Chicoutimi;Rue Lorne Est
11;Quartier;Centre-ville de Chicoutimi;Rue Lorne Ouest
11;Quartier;Centre-ville de Chicoutimi;Rue Lévesque Est
11;Quartier;Centre-ville de Chicoutimi;Rue Lévesque Ouest
11;Quartier;Centre-ville de Chicoutimi;Rue Lévis
11;Quartier;Centre-ville de Chicoutimi;Rue Maltais
11;Quartier;Centre-ville de Chicoutimi;Rue Montcalm
11;Quartier;Centre-ville de Chicoutimi;Rue Morin
11;Quartier;Centre-ville de Chicoutimi;Rue Paquet
11;Quartier;Centre-ville de Chicoutimi;Rue Parent
11;Quartier;Centre-ville de Chicoutimi;Rue Petit
11;Quartier;Centre-ville de Chicoutimi;Rue Price Est
11;Quartier;Centre-ville de Chicoutimi;Rue Price Ouest
11;Quartier;Centre-ville de Chicoutimi;Rue Racine Ouest
11;Quartier;Centre-ville de Chicoutimi;Rue Riverin
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Antoine
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Charles
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Dominique Est
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Dominique Ouest
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Famille
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-François-Xavier
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Georges
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Hubert
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Jacques
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Joseph
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Luc
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Philippe
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Pierre
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Sacrement
11;Quartier;Centre-ville de Chicoutimi;Rue Saint-Vincent
11;Quartier;Centre-ville de Chicoutimi;Rue Sainte-Anne
11;Quartier;Centre-ville de Chicoutimi;Rue Sainte-Marthe
11;Quartier;Centre-ville de Chicoutimi;Rue Savard
11;Quartier;Centre-ville de Chicoutimi;Rue Smith Est
11;Quartier;Centre-ville de Chicoutimi;Rue Smith Ouest
11;Quartier;Centre-ville de Chicoutimi;Rue Tessier
11;Quartier;Centre-ville de Chicoutimi;Rue Tremblay
11;Quartier;Centre-ville de Chicoutimi;Rue William Est
11;Quartier;Centre-ville de Chicoutimi;Rue William Ouest
11;Quartier;Centre-ville de Chicoutimi;Rue de l'Hôtel-Dieu
11;Quartier;Centre-ville de Chicoutimi;Rue de l'Hôtel-de-Ville
11;Quartier;Centre-ville de Chicoutimi;Rue de la Cascade
11;Quartier;Centre-ville de Chicoutimi;Rue de la Colline
11;Quartier;Centre-ville de Chicoutimi;Rue de la Place-d'Armes
11;Quartier;Centre-ville de Chicoutimi;Rue de la Science
11;Quartier;Centre-ville de Chicoutimi;Rue des Peupliers
11;Quartier;Centre-ville de Chicoutimi;Rue du Havre
11;Quartier;Centre-ville de Chicoutimi;Rue du Séminaire
11;Quartier;Centre-ville de Chicoutimi;Ruelle Dubois
11;Quartier;Centre-ville de Chicoutimi;Ruelle du Court-Métrage
12;Rue;Rue Marquette;Rue Ballantyne
12;Rue;Rue Marquette;Rue Boily
12;Rue;Rue Marquette;Rue Boulianne
12;Rue;Rue Marquette;Rue Caron
12;Rue;Rue Marquette;Rue Champlain
12;Rue;Rue Marquette;Rue Chauvin
12;Rue;Rue Marquette;Rue Courtois
12;Rue;Rue Marquette;Rue Couture
12;Rue;Rue Marquette;Rue Crémazie
12;Rue;Rue Marquette;Rue Des Eudistes
12;Rue;Rue Marquette;Rue Des Oblats Est
12;Rue;Rue Marquette;Rue Duvernay
12;Rue;Rue Marquette;Rue Fafard
12;Rue;Rue Marquette;Rue François-Rénald
12;Rue;Rue Marquette;Rue Garnier
12;Rue;Rue Marquette;Rue Henri Bourassa
12;Rue;Rue Marquette;Rue Hébert
12;Rue;Rue Marquette;Rue Jauffret
12;Rue;Rue Marquette;Rue Jolliet
12;Rue;Rue Marquette;Rue Lapointe
12;Rue;Rue Marquette;Rue Laval
12;Rue;Rue Marquette;Rue Laviolette
12;Rue;Rue Marquette;Rue Louis Fréchette
12;Rue;Rue Marquette;Rue Légaré
12;Rue;Rue Marquette;Rue Marquette
12;Rue;Rue Marquette;Rue McLaren
12;Rue;Rue Marquette;Rue Montmagny
12;Rue;Rue Marquette;Rue Perreault
12;Rue;Rue Marquette;Rue Pouliot
12;Rue;Rue Marquette;Rue Roy
12;Rue;Rue Marquette;Rue Saint-Henri
12;Rue;Rue Marquette;Rue Thomas Duperré
12;Rue;Rue Marquette;Rue Villeneuve
12;Rue;Rue Marquette;Rue du Cran
12;Rue;Rue Marquette;Rue du Mont-Sainte-Claire
12;Rue;Rue Marquette;Rue Émile-Nelligan
